date,state_name,cases,deaths,state_abb,active_cases
2020-03-14,Maryland,27,0,MD,27
2020-03-14,Massachusetts,138,0,MA,137
2020-03-14,Michigan,33,0,MI,33
2020-03-14,Minnesota,21,0,MN,21
2020-03-14,Mississippi,6,0,MS,6
2020-03-14,Missouri,5,0,MO,5
2020-03-14,Montana,6,0,MT,6
2020-03-14,Nebraska,29,0,NE,29
2020-03-14,Nevada,21,0,NV,21
2020-03-14,New Hampshire,7,0,NH,7
2020-03-14,New Jersey,75,2,NJ,73
2020-03-14,New Mexico,13,0,NM,13
2020-03-14,New York,610,2,NY,608
2020-03-14,North Carolina,25,0,NC,25
2020-03-14,North Dakota,1,0,ND,1
2020-03-14,Ohio,26,0,OH,26
2020-03-14,Oklahoma,4,0,OK,4
2020-03-14,Oregon,36,1,OR,35
2020-03-14,Pennsylvania,47,0,PA,47
2020-03-14,Puerto Rico,4,0,NA,4
2020-03-14,Rhode Island,20,0,RI,20
2020-03-14,South Carolina,19,0,SC,19
2020-03-14,South Dakota,9,1,SD,8
2020-03-14,Tennessee,32,0,TN,32
2020-03-14,Texas,69,0,TX,67
2020-03-14,Utah,21,0,UT,21
2020-03-14,Vermont,5,0,VT,5
2020-03-14,Virgin Islands,1,0,NA,1
2020-03-14,Virginia,42,1,VA,41
2020-03-14,Washington,609,40,WA,568
2020-03-14,Wisconsin,27,0,WI,26
2020-03-14,Wyoming,3,0,WY,3
2020-03-15,Alabama,23,0,AL,23
2020-03-15,Alaska,1,0,AK,1
2020-03-15,Arizona,13,0,AZ,12
2020-03-15,Arkansas,16,0,AR,16
2020-03-15,California,478,6,CA,465
2020-03-15,Colorado,136,2,CO,134
2020-03-15,Connecticut,26,0,CT,26
2020-03-15,Delaware,7,0,DE,7
2020-03-15,District of Columbia,17,0,DC,17
2020-03-15,Florida,109,3,FL,106
2020-03-15,Georgia,97,1,GA,96
2020-03-15,Guam,3,0,NA,3
2020-03-15,Hawaii,7,0,HI,7
2020-03-15,Idaho,5,0,ID,5
2020-03-15,Illinois,94,0,IL,92
2020-03-15,Indiana,19,0,IN,19
2020-03-15,Iowa,22,0,IA,22
2020-03-15,Kansas,9,1,KS,8
2020-03-15,Kentucky,21,0,KY,21
2020-03-15,Louisiana,103,2,LA,101
2020-03-15,Maine,12,0,ME,12
2020-03-15,Maryland,32,0,MD,32
2020-03-15,Massachusetts,164,0,MA,163
2020-03-15,Michigan,53,0,MI,53
2020-03-15,Minnesota,35,0,MN,35
2020-03-15,Mississippi,10,0,MS,10
2020-03-15,Missouri,5,0,MO,5
2020-03-15,Montana,6,0,MT,6
2020-03-15,Nebraska,31,0,NE,31
2020-03-15,Nevada,26,0,NV,26
2020-03-15,New Hampshire,13,0,NH,13
2020-03-15,New Jersey,98,2,NJ,96
2020-03-15,New Mexico,17,0,NM,17
2020-03-15,New York,732,6,NY,726
2020-03-15,North Carolina,32,0,NC,32
2020-03-15,North Dakota,1,0,ND,1
2020-03-15,Ohio,37,0,OH,37
2020-03-15,Oklahoma,8,0,OK,8
2020-03-15,Oregon,39,1,OR,38
2020-03-15,Pennsylvania,68,0,PA,68
2020-03-15,Puerto Rico,5,0,NA,5
2020-03-15,Rhode Island,20,0,RI,20
2020-03-15,South Carolina,28,0,SC,28
2020-03-15,South Dakota,9,1,SD,8
2020-03-15,Tennessee,39,0,TN,39
2020-03-15,Texas,80,0,TX,78
2020-03-15,Utah,29,0,UT,29
2020-03-15,Vermont,8,0,VT,8
2020-03-15,Virgin Islands,1,0,NA,1
2020-03-15,Virginia,45,1,VA,44
2020-03-15,Washington,675,42,WA,632
2020-03-15,Wisconsin,33,0,WI,32
2020-03-15,Wyoming,3,0,WY,3
2020-03-16,Alabama,29,0,AL,29
2020-03-16,Alaska,3,0,AK,3
2020-03-16,Arizona,18,0,AZ,17
2020-03-16,Arkansas,22,0,AR,22
2020-03-16,California,588,11,CA,570
2020-03-16,Colorado,161,2,CO,159
2020-03-16,Connecticut,41,0,CT,41
2020-03-16,Delaware,8,0,DE,8
2020-03-16,District of Columbia,22,0,DC,22
2020-03-16,Florida,141,4,FL,137
2020-03-16,Georgia,118,1,GA,117
2020-03-16,Guam,3,0,NA,3
2020-03-16,Hawaii,10,0,HI,10
2020-03-16,Idaho,5,0,ID,5
2020-03-16,Illinois,104,0,IL,102
2020-03-16,Indiana,24,1,IN,23
2020-03-16,Iowa,22,0,IA,22
2020-03-16,Kansas,11,1,KS,10
2020-03-16,Kentucky,22,1,KY,21
2020-03-16,Louisiana,137,3,LA,134
2020-03-16,Maine,17,0,ME,17
2020-03-16,Maryland,39,0,MD,39
2020-03-16,Massachusetts,197,0,MA,196
2020-03-16,Michigan,54,0,MI,54
2020-03-16,Minnesota,54,0,MN,54
2020-03-16,Mississippi,12,0,MS,12
2020-03-16,Missouri,9,0,MO,9
2020-03-16,Montana,8,0,MT,8
2020-03-16,Nebraska,33,0,NE,33
2020-03-16,Nevada,45,1,NV,44
2020-03-16,New Hampshire,17,0,NH,17
2020-03-16,New Jersey,176,3,NJ,173
2020-03-16,New Mexico,21,0,NM,21
2020-03-16,New York,950,10,NY,940
2020-03-16,North Carolina,34,0,NC,34
2020-03-16,North Dakota,1,0,ND,1
2020-03-16,Ohio,50,0,OH,50
2020-03-16,Oklahoma,10,0,OK,10
2020-03-16,Oregon,46,1,OR,45
2020-03-16,Pennsylvania,81,0,PA,81
2020-03-16,Puerto Rico,5,0,NA,5
2020-03-16,Rhode Island,21,0,RI,21
2020-03-16,South Carolina,33,1,SC,32
2020-03-16,South Dakota,10,1,SD,9
2020-03-16,Tennessee,52,0,TN,52
2020-03-16,Texas,87,1,TX,84
2020-03-16,Utah,40,0,UT,40
2020-03-16,Vermont,12,0,VT,12
2020-03-16,Virgin Islands,2,0,NA,2
2020-03-16,Virginia,51,1,VA,50
2020-03-16,Washington,794,48,WA,745
2020-03-16,Wisconsin,47,0,WI,46
2020-03-16,Wyoming,10,0,WY,10
2020-03-17,Alabama,39,0,AL,39
2020-03-17,Alaska,6,0,AK,6
2020-03-17,Arizona,20,0,AZ,19
2020-03-17,Arkansas,22,0,AR,22
2020-03-17,California,732,14,CA,711
2020-03-17,Colorado,183,3,CO,180
2020-03-17,Connecticut,68,0,CT,68
2020-03-17,Delaware,16,0,DE,16
2020-03-17,District of Columbia,31,0,DC,31
2020-03-17,Florida,210,6,FL,204
2020-03-17,Georgia,142,1,GA,141
2020-03-17,Guam,3,0,NA,3
2020-03-17,Hawaii,14,0,HI,14
2020-03-17,Idaho,9,0,ID,9
2020-03-17,Illinois,159,1,IL,156
2020-03-17,Indiana,30,2,IN,28
2020-03-17,Iowa,29,0,IA,29
2020-03-17,Kansas,17,1,KS,16
2020-03-17,Kentucky,26,1,KY,25
2020-03-17,Louisiana,196,5,LA,191
2020-03-17,Maine,32,0,ME,32
2020-03-17,Maryland,57,0,MD,57
2020-03-17,Massachusetts,218,0,MA,217
2020-03-17,Michigan,65,0,MI,65
2020-03-17,Minnesota,60,0,MN,60
2020-03-17,Mississippi,21,0,MS,21
2020-03-17,Missouri,16,0,MO,16
2020-03-17,Montana,8,0,MT,8
2020-03-17,Nebraska,36,0,NE,36
2020-03-17,Nevada,55,1,NV,54
2020-03-17,New Hampshire,26,0,NH,26
2020-03-17,New Jersey,268,3,NJ,265
2020-03-17,New Mexico,23,0,NM,23
2020-03-17,New York,1374,17,NY,1357
2020-03-17,North Carolina,42,0,NC,42
2020-03-17,North Dakota,5,0,ND,5
2020-03-17,Ohio,67,0,OH,67
2020-03-17,Oklahoma,18,0,OK,18
2020-03-17,Oregon,66,2,OR,64
2020-03-17,Pennsylvania,101,0,PA,101
2020-03-17,Puerto Rico,5,0,NA,5
2020-03-17,Rhode Island,23,0,RI,23
2020-03-17,South Carolina,47,1,SC,46
2020-03-17,South Dakota,11,1,SD,10
2020-03-17,Tennessee,73,0,TN,73
2020-03-17,Texas,106,1,TX,103
2020-03-17,Utah,51,0,UT,51
2020-03-17,Vermont,14,0,VT,14
2020-03-17,Virgin Islands,2,0,NA,2
2020-03-17,Virginia,67,2,VA,65
2020-03-17,Washington,908,54,WA,853
2020-03-17,West Virginia,1,0,WV,1
2020-03-17,Wisconsin,72,0,WI,71
2020-03-17,Wyoming,15,0,WY,15
2020-03-18,Alabama,51,0,AL,51
2020-03-18,Alaska,9,0,AK,9
2020-03-18,Arizona,28,0,AZ,27
2020-03-18,Arkansas,33,0,AR,33
2020-03-18,California,893,17,CA,869
2020-03-18,Colorado,216,3,CO,213
2020-03-18,Connecticut,96,1,CT,95
2020-03-18,Delaware,26,0,DE,26
2020-03-18,District of Columbia,36,0,DC,36
2020-03-18,Florida,326,7,FL,319
2020-03-18,Georgia,193,3,GA,190
2020-03-18,Guam,8,0,NA,8
2020-03-18,Hawaii,16,0,HI,16
2020-03-18,Idaho,11,0,ID,11
2020-03-18,Illinois,286,1,IL,283
2020-03-18,Indiana,39,2,IN,37
2020-03-18,Iowa,38,0,IA,38
2020-03-18,Kansas,22,1,KS,21
2020-03-18,Kentucky,35,1,KY,34
2020-03-18,Louisiana,280,7,LA,273
2020-03-18,Maine,43,0,ME,43
2020-03-18,Maryland,85,1,MD,84
2020-03-18,Massachusetts,256,0,MA,255
2020-03-18,Michigan,80,1,MI,79
2020-03-18,Minnesota,77,0,MN,77
2020-03-18,Mississippi,34,0,MS,34
2020-03-18,Missouri,21,1,MO,20
2020-03-18,Montana,12,0,MT,12
2020-03-18,Nebraska,43,0,NE,33
2020-03-18,Nevada,82,1,NV,81
2020-03-18,New Hampshire,39,0,NH,39
2020-03-18,New Jersey,427,5,NJ,422
2020-03-18,New Mexico,28,0,NM,28
2020-03-18,New York,2382,27,NY,2355
2020-03-18,North Carolina,66,0,NC,66
2020-03-18,North Dakota,7,0,ND,7
2020-03-18,Ohio,90,0,OH,90
2020-03-18,Oklahoma,29,0,OK,29
2020-03-18,Oregon,74,3,OR,71
2020-03-18,Pennsylvania,139,1,PA,138
2020-03-18,Puerto Rico,5,0,NA,5
2020-03-18,Rhode Island,33,0,RI,33
2020-03-18,South Carolina,60,1,SC,59
2020-03-18,South Dakota,11,1,SD,10
2020-03-18,Tennessee,98,0,TN,98
2020-03-18,Texas,166,2,TX,162
2020-03-18,Utah,65,0,UT,65
2020-03-18,Vermont,19,0,VT,19
2020-03-18,Virgin Islands,3,0,NA,3
2020-03-18,Virginia,78,2,VA,76
2020-03-18,Washington,1026,68,WA,957
2020-03-18,West Virginia,2,0,WV,2
2020-03-18,Wisconsin,106,0,WI,105
2020-03-18,Wyoming,17,0,WY,17
2020-03-19,Alabama,78,0,AL,78
2020-03-19,Alaska,12,0,AK,12
2020-03-19,Arizona,47,0,AZ,46
2020-03-19,Arkansas,62,0,AR,62
2020-03-19,California,1067,19,CA,1041
2020-03-19,Colorado,278,5,CO,273
2020-03-19,Connecticut,159,4,CT,155
2020-03-19,Delaware,30,0,DE,30
2020-03-19,District of Columbia,39,0,DC,39
2020-03-19,Florida,434,8,FL,426
2020-03-19,Georgia,282,10,GA,272
2020-03-19,Guam,12,0,NA,12
2020-03-19,Hawaii,26,0,HI,26
2020-03-19,Idaho,23,0,ID,23
2020-03-19,Illinois,420,4,IL,414
2020-03-19,Indiana,56,2,IN,54
2020-03-19,Iowa,44,0,IA,44
2020-03-19,Kansas,35,1,KS,34
2020-03-19,Kentucky,47,2,KY,45
2020-03-19,Louisiana,392,10,LA,382
2020-03-19,Maine,52,0,ME,52
2020-03-19,Maryland,108,1,MD,107
2020-03-19,Massachusetts,328,0,MA,327
2020-03-19,Michigan,334,3,MI,331
2020-03-19,Minnesota,89,0,MN,89
2020-03-19,Mississippi,50,1,MS,49
2020-03-19,Missouri,35,1,MO,34
2020-03-19,Montana,19,0,MT,19
2020-03-19,Nebraska,47,0,NE,37
2020-03-19,Nevada,99,1,NV,98
2020-03-19,New Hampshire,44,0,NH,44
2020-03-19,New Jersey,735,9,NJ,726
2020-03-19,New Mexico,35,0,NM,35
2020-03-19,New York,4152,30,NY,4122
2020-03-19,North Carolina,104,0,NC,104
2020-03-19,North Dakota,19,0,ND,19
2020-03-19,Ohio,120,0,OH,120
2020-03-19,Oklahoma,44,1,OK,43
2020-03-19,Oregon,87,3,OR,84
2020-03-19,Pennsylvania,187,1,PA,186
2020-03-19,Puerto Rico,6,0,NA,6
2020-03-19,Rhode Island,44,0,RI,44
2020-03-19,South Carolina,81,1,SC,80
2020-03-19,South Dakota,14,1,SD,13
2020-03-19,Tennessee,155,0,TN,155
2020-03-19,Texas,248,4,TX,242
2020-03-19,Utah,80,0,UT,80
2020-03-19,Vermont,22,2,VT,20
2020-03-19,Virgin Islands,3,0,NA,3
2020-03-19,Virginia,94,2,VA,92
2020-03-19,Washington,1228,75,WA,1152
2020-03-19,West Virginia,5,0,WV,5
2020-03-19,Wisconsin,155,2,WI,152
2020-03-19,Wyoming,18,0,WY,18
2020-03-20,Alabama,106,0,AL,106
2020-03-20,Alaska,14,0,AK,14
2020-03-20,Arizona,70,1,AZ,68
2020-03-20,Arkansas,100,0,AR,100
2020-03-20,California,1283,24,CA,1252
2020-03-20,Colorado,364,5,CO,359
2020-03-20,Connecticut,194,4,CT,190
2020-03-20,Delaware,39,0,DE,39
2020-03-20,District of Columbia,71,0,DC,71
2020-03-20,Florida,564,9,FL,555
2020-03-20,Georgia,482,14,GA,468
2020-03-20,Guam,14,0,NA,14
2020-03-20,Hawaii,37,0,HI,37
2020-03-20,Idaho,31,0,ID,31
2020-03-20,Illinois,583,5,IL,576
2020-03-20,Indiana,79,3,IN,76
2020-03-20,Iowa,45,0,IA,45
2020-03-20,Kansas,49,1,KS,48
2020-03-20,Kentucky,63,2,KY,61
2020-03-20,Louisiana,537,10,LA,527
2020-03-20,Maine,57,0,ME,57
2020-03-20,Maryland,150,2,MD,148
2020-03-20,Massachusetts,413,1,MA,411
2020-03-20,Michigan,548,4,MI,544
2020-03-20,Minnesota,115,0,MN,115
2020-03-20,Mississippi,80,1,MS,79
2020-03-20,Missouri,73,3,MO,70
2020-03-20,Montana,19,0,MT,19
2020-03-20,Nebraska,53,0,NE,43
2020-03-20,Nevada,165,2,NV,163
2020-03-20,New Hampshire,55,0,NH,55
2020-03-20,New Jersey,896,11,NJ,885
2020-03-20,New Mexico,43,0,NM,43
2020-03-20,New York,7102,57,NY,7045
2020-03-20,North Carolina,144,0,NC,144
2020-03-20,North Dakota,27,0,ND,27
2020-03-20,Ohio,169,1,OH,168
2020-03-20,Oklahoma,49,1,OK,48
2020-03-20,Oregon,114,3,OR,111
2020-03-20,Pennsylvania,269,1,PA,268
2020-03-20,Puerto Rico,14,0,NA,14
2020-03-20,Rhode Island,44,0,RI,44
2020-03-20,South Carolina,126,3,SC,123
2020-03-20,South Dakota,14,1,SD,13
2020-03-20,Tennessee,237,0,TN,237
2020-03-20,Texas,386,5,TX,379
2020-03-20,Utah,112,0,UT,112
2020-03-20,Vermont,29,2,VT,27
2020-03-20,Virgin Islands,6,0,NA,6
2020-03-20,Virginia,115,2,VA,113
2020-03-20,Washington,1404,83,WA,1320
2020-03-20,West Virginia,8,0,WV,8
2020-03-20,Wisconsin,216,3,WI,212
2020-03-20,Wyoming,22,0,WY,22
2020-03-21,Alabama,131,0,AL,131
2020-03-21,Alaska,21,0,AK,21
2020-03-21,Arizona,104,1,AZ,102
2020-03-21,Arkansas,118,0,AR,118
2020-03-21,California,1544,28,CA,1508
2020-03-21,Colorado,475,6,CO,469
2020-03-21,Connecticut,223,5,CT,218
2020-03-21,Delaware,45,0,DE,45
2020-03-21,District of Columbia,77,1,DC,76
2020-03-21,Florida,764,11,FL,753
2020-03-21,Georgia,552,20,GA,532
2020-03-21,Guam,15,0,NA,15
2020-03-21,Hawaii,48,0,HI,48
2020-03-21,Idaho,42,0,ID,42
2020-03-21,Illinois,751,6,IL,743
2020-03-21,Indiana,126,4,IN,122
2020-03-21,Iowa,68,0,IA,68
2020-03-21,Kansas,57,2,KS,55
2020-03-21,Kentucky,84,3,KY,81
2020-03-21,Louisiana,763,16,LA,747
2020-03-21,Maine,70,0,ME,70
2020-03-21,Maryland,195,3,MD,192
2020-03-21,Massachusetts,525,2,MA,522
2020-03-21,Michigan,787,6,MI,781
2020-03-21,Minnesota,138,1,MN,137
2020-03-21,Mississippi,140,1,MS,139
2020-03-21,Missouri,93,3,MO,90
2020-03-21,Montana,29,0,MT,29
2020-03-21,Nebraska,61,0,NE,50
2020-03-21,Nevada,165,2,NV,163
2020-03-21,New Hampshire,65,0,NH,65
2020-03-21,New Jersey,1336,16,NJ,1320
2020-03-21,New Mexico,57,0,NM,57
2020-03-21,New York,10356,80,NY,10276
2020-03-21,North Carolina,184,0,NC,184
2020-03-21,North Dakota,28,0,ND,28
2020-03-21,Ohio,247,3,OH,244
2020-03-21,Oklahoma,53,1,OK,52
2020-03-21,Oregon,137,4,OR,133
2020-03-21,Pennsylvania,388,2,PA,386
2020-03-21,Puerto Rico,21,1,NA,20
2020-03-21,Rhode Island,66,0,RI,66
2020-03-21,South Carolina,172,3,SC,169
2020-03-21,South Dakota,14,1,SD,13
2020-03-21,Tennessee,312,2,TN,310
2020-03-21,Texas,547,5,TX,540
2020-03-21,Utah,138,0,UT,138
2020-03-21,Vermont,49,2,VT,47
2020-03-21,Virgin Islands,6,0,NA,6
2020-03-21,Virginia,152,3,VA,149
2020-03-21,Washington,1655,95,WA,1559
2020-03-21,West Virginia,12,0,WV,12
2020-03-21,Wisconsin,281,4,WI,276
2020-03-21,Wyoming,24,0,WY,24
2020-03-22,Alabama,157,0,AL,157
2020-03-22,Alaska,22,0,AK,22
2020-03-22,Arizona,153,2,AZ,150
2020-03-22,Arkansas,165,0,AR,165
2020-03-22,California,1851,35,CA,1807
2020-03-22,Colorado,591,7,CO,584
2020-03-22,Connecticut,327,8,CT,319
2020-03-22,Delaware,56,0,DE,56
2020-03-22,District of Columbia,98,1,DC,97
2020-03-22,Florida,1000,13,FL,987
2020-03-22,Georgia,620,25,GA,595
2020-03-22,Guam,27,1,NA,26
2020-03-22,Hawaii,56,0,HI,56
2020-03-22,Idaho,47,0,ID,47
2020-03-22,Illinois,1047,9,IL,1036
2020-03-22,Indiana,201,6,IN,195
2020-03-22,Iowa,90,0,IA,90
2020-03-22,Kansas,66,2,KS,64
2020-03-22,Kentucky,103,3,KY,100
2020-03-22,Louisiana,837,20,LA,817
2020-03-22,Maine,89,0,ME,89
2020-03-22,Maryland,245,3,MD,242
2020-03-22,Massachusetts,646,5,MA,640
2020-03-22,Michigan,1033,9,MI,1024
2020-03-22,Minnesota,171,1,MN,170
2020-03-22,Mississippi,207,1,MS,206
2020-03-22,Missouri,130,3,MO,127
2020-03-22,Montana,34,0,MT,34
2020-03-22,Nebraska,62,0,NE,51
2020-03-22,Nevada,190,2,NV,188
2020-03-22,New Hampshire,78,0,NH,78
2020-03-22,New Jersey,1914,20,NJ,1894
2020-03-22,New Mexico,65,0,NM,65
2020-03-22,New York,15168,122,NY,15046
2020-03-22,North Carolina,269,0,NC,269
2020-03-22,North Dakota,30,0,ND,30
2020-03-22,Ohio,351,3,OH,348
2020-03-22,Oklahoma,67,2,OK,65
2020-03-22,Oregon,161,5,OR,156
2020-03-22,Pennsylvania,504,3,PA,501
2020-03-22,Puerto Rico,23,1,NA,22
2020-03-22,Rhode Island,83,0,RI,83
2020-03-22,South Carolina,194,3,SC,191
2020-03-22,South Dakota,21,1,SD,20
2020-03-22,Tennessee,424,2,TN,422
2020-03-22,Texas,639,7,TX,628
2020-03-22,Utah,182,1,UT,181
2020-03-22,Vermont,52,2,VT,50
2020-03-22,Virgin Islands,17,0,NA,17
2020-03-22,Virginia,219,6,VA,213
2020-03-22,Washington,1844,97,WA,1746
2020-03-22,West Virginia,16,0,WV,16
2020-03-22,Wisconsin,382,4,WI,377
2020-03-22,Wyoming,26,0,WY,26
2020-03-23,Alabama,196,0,AL,196
2020-03-23,Alaska,36,0,AK,36
2020-03-23,Arizona,234,2,AZ,231
2020-03-23,Arkansas,201,0,AR,201
2020-03-23,California,2239,39,CA,2191
2020-03-23,Colorado,721,10,CO,711
2020-03-23,Connecticut,415,10,CT,405
2020-03-23,Delaware,87,0,DE,87
2020-03-23,District of Columbia,116,2,DC,114
2020-03-23,Florida,1222,18,FL,1204
2020-03-23,Georgia,800,25,GA,775
2020-03-23,Guam,29,1,NA,28
2020-03-23,Hawaii,77,0,HI,77
2020-03-23,Idaho,50,0,ID,50
2020-03-23,Illinois,1285,12,IL,1271
2020-03-23,Indiana,259,7,IN,252
2020-03-23,Iowa,105,0,IA,105
2020-03-23,Kansas,82,2,KS,80
2020-03-23,Kentucky,124,3,KY,121
2020-03-23,Louisiana,1172,34,LA,1138
2020-03-23,Maine,107,0,ME,107
2020-03-23,Maryland,290,3,MD,287
2020-03-23,Massachusetts,777,9,MA,767
2020-03-23,Michigan,1324,16,MI,1308
2020-03-23,Minnesota,235,1,MN,234
2020-03-23,Mississippi,249,1,MS,248
2020-03-23,Missouri,183,4,MO,179
2020-03-23,Montana,45,0,MT,45
2020-03-23,Nebraska,73,0,NE,62
2020-03-23,Nevada,265,4,NV,261
2020-03-23,New Hampshire,101,1,NH,100
2020-03-23,New Jersey,2844,27,NJ,2817
2020-03-23,New Mexico,83,0,NM,83
2020-03-23,New York,20875,159,NY,20716
2020-03-23,North Carolina,303,0,NC,303
2020-03-23,North Dakota,32,0,ND,32
2020-03-23,Ohio,444,6,OH,438
2020-03-23,Oklahoma,81,2,OK,79
2020-03-23,Oregon,191,5,OR,186
2020-03-23,Pennsylvania,644,6,PA,638
2020-03-23,Puerto Rico,31,2,NA,29
2020-03-23,Rhode Island,106,0,RI,106
2020-03-23,South Carolina,299,5,SC,294
2020-03-23,South Dakota,28,1,SD,27
2020-03-23,Tennessee,522,2,TN,520
2020-03-23,Texas,728,7,TX,717
2020-03-23,Utah,257,1,UT,256
2020-03-23,Vermont,75,2,VT,73
2020-03-23,Virgin Islands,17,0,NA,17
2020-03-23,Virginia,254,6,VA,248
2020-03-23,Washington,2101,110,WA,1990
2020-03-23,West Virginia,16,0,WV,16
2020-03-23,Wisconsin,418,5,WI,412
2020-03-23,Wyoming,28,0,WY,28
2020-03-24,Alabama,242,0,AL,242
2020-03-24,Alaska,42,0,AK,42
2020-03-24,Arizona,326,3,AZ,322
2020-03-24,Arkansas,291,2,AR,289
2020-03-24,California,2645,52,CA,2584
2020-03-24,Colorado,912,12,CO,900
2020-03-24,Connecticut,618,12,CT,606
2020-03-24,Delaware,104,0,DE,104
2020-03-24,District of Columbia,137,2,DC,135
2020-03-24,Florida,1458,20,FL,1438
2020-03-24,Georgia,1098,39,GA,1059
2020-03-24,Guam,32,1,NA,31
2020-03-24,Hawaii,97,0,HI,97
2020-03-24,Idaho,73,0,ID,73
2020-03-24,Illinois,1591,16,IL,1573
2020-03-24,Indiana,366,12,IN,354
2020-03-24,Iowa,124,1,IA,123
2020-03-24,Kansas,102,3,KS,99
2020-03-24,Kentucky,162,3,KY,159
2020-03-24,Louisiana,1390,46,LA,1344
2020-03-24,Maine,123,0,ME,123
2020-03-24,Maryland,349,4,MD,345
2020-03-24,Massachusetts,1159,11,MA,1147
2020-03-24,Michigan,1783,24,MI,1759
2020-03-24,Minnesota,264,1,MN,263
2020-03-24,Mississippi,320,1,MS,319
2020-03-24,Missouri,287,5,MO,282
2020-03-24,Montana,51,0,MT,51
2020-03-24,Nebraska,77,0,NE,66
2020-03-24,Nevada,383,6,NV,377
2020-03-24,New Hampshire,108,1,NH,107
2020-03-24,New Jersey,3675,51,NJ,3624
2020-03-24,New Mexico,100,0,NM,100
2020-03-24,New York,25666,226,NY,25440
2020-03-24,North Carolina,399,0,NC,399
2020-03-24,North Dakota,37,0,ND,37
2020-03-24,Ohio,564,8,OH,556
2020-03-24,Oklahoma,106,3,OK,103
2020-03-24,Oregon,209,8,OR,201
2020-03-24,Pennsylvania,851,8,PA,843
2020-03-24,Puerto Rico,39,2,NA,37
2020-03-24,Rhode Island,124,0,RI,124
2020-03-24,South Carolina,342,8,SC,334
2020-03-24,South Dakota,30,1,SD,29
2020-03-24,Tennessee,754,2,TN,752
2020-03-24,Texas,857,10,TX,843
2020-03-24,Utah,299,1,UT,298
2020-03-24,Vermont,116,7,VT,109
2020-03-24,Virgin Islands,17,0,NA,17
2020-03-24,Virginia,291,6,VA,285
2020-03-24,Washington,2392,123,WA,2268
2020-03-24,West Virginia,39,0,WV,39
2020-03-24,Wisconsin,481,5,WI,475
2020-03-24,Wyoming,37,0,WY,37
2020-03-25,Alabama,386,1,AL,385
2020-03-25,Alaska,59,0,AK,59
2020-03-25,Arizona,402,3,AZ,398
2020-03-25,Arkansas,367,2,AR,365
2020-03-25,California,3184,68,CA,3105
2020-03-25,Colorado,1086,19,CO,1067
2020-03-25,Connecticut,875,19,CT,856
2020-03-25,Delaware,119,0,DE,119
2020-03-25,District of Columbia,183,2,DC,181
2020-03-25,Florida,1971,23,FL,1948
2020-03-25,Georgia,1393,47,GA,1346
2020-03-25,Guam,32,1,NA,31
2020-03-25,Hawaii,96,0,HI,96
2020-03-25,Idaho,123,0,ID,123
2020-03-25,Illinois,1933,19,IL,1912
2020-03-25,Indiana,479,14,IN,465
2020-03-25,Iowa,147,1,IA,146
2020-03-25,Kansas,134,3,KS,131
2020-03-25,Kentucky,203,5,KY,198
2020-03-25,Louisiana,1798,65,LA,1733
2020-03-25,Maine,145,0,ME,145
2020-03-25,Maryland,423,4,MD,419
2020-03-25,Massachusetts,1838,15,MA,1822
2020-03-25,Michigan,2286,43,MI,2243
2020-03-25,Minnesota,289,1,MN,288
2020-03-25,Mississippi,377,5,MS,372
2020-03-25,Missouri,384,8,MO,376
2020-03-25,Montana,65,0,MT,65
2020-03-25,Nebraska,84,0,NE,72
2020-03-25,Nevada,406,10,NV,396
2020-03-25,New Hampshire,137,1,NH,136
2020-03-25,New Jersey,4402,69,NJ,4333
2020-03-25,New Mexico,113,1,NM,112
2020-03-25,New York,33067,331,NY,32736
2020-03-25,North Carolina,564,1,NC,563
2020-03-25,North Dakota,45,0,ND,45
2020-03-25,Ohio,707,11,OH,696
2020-03-25,Oklahoma,164,5,OK,159
2020-03-25,Oregon,266,10,OR,256
2020-03-25,Pennsylvania,1151,12,PA,1139
2020-03-25,Puerto Rico,51,2,NA,49
2020-03-25,Rhode Island,172,0,RI,172
2020-03-25,South Carolina,425,8,SC,417
2020-03-25,South Dakota,41,1,SD,40
2020-03-25,Tennessee,837,3,TN,834
2020-03-25,Texas,1132,13,TX,1109
2020-03-25,Utah,336,1,UT,335
2020-03-25,Vermont,146,7,VT,139
2020-03-25,Virgin Islands,17,0,NA,17
2020-03-25,Virginia,391,8,VA,383
2020-03-25,Washington,2585,130,WA,2450
2020-03-25,West Virginia,51,0,WV,51
2020-03-25,Wisconsin,623,7,WI,615
2020-03-25,Wyoming,49,0,WY,49
2020-03-26,Alabama,538,3,AL,535
2020-03-26,Alaska,69,0,AK,69
2020-03-26,Arizona,508,6,AZ,501
2020-03-26,Arkansas,410,4,AR,406
2020-03-26,California,4061,83,CA,3967
2020-03-26,Colorado,1432,24,CO,1408
2020-03-26,Connecticut,1012,21,CT,991
2020-03-26,Delaware,143,1,DE,142
2020-03-26,District of Columbia,231,3,DC,228
2020-03-26,Florida,2479,29,FL,2450
2020-03-26,Georgia,1649,56,GA,1593
2020-03-26,Guam,49,1,NA,48
2020-03-26,Hawaii,106,0,HI,106
2020-03-26,Idaho,189,3,ID,186
2020-03-26,Illinois,2596,26,IL,2568
2020-03-26,Indiana,656,18,IN,638
2020-03-26,Iowa,179,1,IA,178
2020-03-26,Kansas,173,3,KS,170
2020-03-26,Kentucky,252,5,KY,247
2020-03-26,Louisiana,2306,83,LA,2223
